ticker,isin,fund_name,inception_date,category,rating,risk_rating,performance_rating,equity_style_score,equity_size_score,price_prospective_earnings,price_book_ratio,price_sales_ratio,price_cash_flow_ratio,dividend_yield_factor,long_term_projected_earnings_growth,historical_earnings_growth,sales_growth,cash_flow_growth,book_value_growth,roa,roe,roic,asset_stock,asset_bond,asset_cash,asset_other,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_consumer_defensive,sector_communication_services,sector_industrials,sector_technology,market_cap_giant,market_cap_large,market_cap_medium,market_cap_small,market_cap_micro,ongoing_cost,management_fees,environmental_score,social_score,governance_score,sustainability_score,involvement_abortive_contraceptive,involvement_alcohol,involvement_animal_testing,involvement_controversial_weapons,involvement_gambling,involvement_gmo,involvement_military_contracting,involvement_nuclear,involvement_palm_oil,involvement_pesticides,involvement_small_arms,involvement_thermal_coal,involvement_tobacco,nav_per_share,shareclass_size,fund_size,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,quarters_up,quarters_down
0P00016SEX,LU0419741177,ComStage Bloomberg Equal-weight Commodity exAgriculture UCITS ETF,2009-05-22,Commodities - Broad Basket,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.09,332510000.0,332510000.0,-5.4,0.99,7.32,12.2,-3.06,3.84,44.94,3.63,13.08,-20.41,-3.3,6.96,-0.11,8.59,-6.96,-0.08,10.51,-5.64,6.87,6.01,-7.98,-0.4,5.91,10.77,11.59,10.71,-14.02,11,12
0P00016SF1,LU0378438732,ComStage DAX® UCITS ETF,2008-08-21,Germany Equity,3.0,3.0,3.0,139.12,296.38,13.27,1.34,0.86,6.63,2.86,8.25,-8.8,-0.64,3.01,8.04,1.87,8.16,4.61,100.0,0.0,0.0,0.0,16.71,16.83,14.66,2.64,4.76,14.43,11.17,66.55,31.79,1.66,0.0,0.0,0.08,0.01,5.15,7.18,8.23,20.56,8.63,0.0,36.53,0.0,0.0,0.0,0.77,4.34,0.0,10.24,0.0,2.21,0.0,113.28,907320000.0,907320000.0,4.14,-0.16,8.65,17.65,-17.58,16.69,22.76,3.63,26.73,-21.7,2.04,-0.84,11.23,4.54,-12.99,0.1,2.33,-7.52,1.47,4.27,2.55,7.55,7.42,13.11,1.31,-0.27,11.33,16,7
0P00016SF2,LU0378438732,ComStage DAX® UCITS ETF,2008-08-21,Germany Equity,3.0,3.0,3.0,139.12,296.38,13.27,1.34,0.86,6.63,2.86,8.25,-8.8,-0.64,3.01,8.04,1.87,8.16,4.61,100.0,0.0,0.0,0.0,16.71,16.83,14.66,2.64,4.76,14.43,11.17,66.55,31.79,1.66,0.0,0.0,0.08,0.01,5.15,7.18,8.23,20.56,8.63,0.0,36.53,0.0,0.0,0.0,0.77,4.34,0.0,10.24,0.0,2.21,0.0,122.64,907320000.0,907320000.0,5.33,-0.22,8.17,16.88,-19.21,18.57,24.9,3.56,27.39,-21.38,1.14,-0.52,10.63,4.99,-13.4,0.95,3.04,-10.31,4.1,2.06,4.36,6.94,7.55,15.01,-1.4,2.41,11.28,16,7
0P00016SF3,LU0603933895,ComStage DivDAX® UCITS ETF,2011-05-10,Germany Equity,4.0,4.0,4.0,99.11,289.5,10.53,1.22,0.63,5.25,4.0,8.94,-13.54,-2.57,1.43,6.73,1.48,9.61,5.16,100.0,0.0,0.0,0.0,11.38,15.5,16.11,3.43,9.82,19.32,0.0,65.06,33.31,1.63,0.0,0.0,0.25,0.031,5.95,8.23,8.57,22.75,9.64,0.0,33.36,0.0,0.0,0.0,0.0,9.21,0.0,19.57,0.0,4.69,0.0,30.67,64150000.0,64150000.0,3.54,0.26,9.39,16.49,-17.51,26.34,20.07,3.16,33.44,-27.63,2.25,0.78,7.99,4.68,-10.83,1.17,-0.43,-8.16,3.4,2.81,8.26,9.78,5.01,12.66,4.07,-2.48,-0.72,15,8
0P00016SF5,LU0378437502,ComStage Dow Jones Industrial Average UCITS ETF,2008-09-01,US Large-Cap Blend Equity,3.0,3.0,3.0,121.69,314.59,18.15,3.22,2.09,13.61,2.46,7.56,13.87,6.41,-1.91,5.91,8.65,28.57,14.66,100.0,0.0,0.0,0.0,1.13,14.89,16.9,8.04,4.43,15.55,18.26,61.75,37.41,0.85,0.0,0.0,0.45,0.0559999999999999,3.42,12.13,7.68,23.23,18.89,0.0,21.41,7.81,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,311.05,86600000.0,86600000.0,4.78,9.08,16.65,21.26,-0.55,14.96,40.28,4.38,13.21,-14.37,-1.01,5.22,6.71,9.1,-10.57,9.91,6.97,-5.41,10.81,3.42,-0.49,0.8,16.69,5.63,9.45,3.99,10.09,16,7
0P00016SF6,LU0378437502,ComStage Dow Jones Industrial Average UCITS ETF,2008-09-01,US Large-Cap Blend Equity,3.0,3.0,3.0,121.69,314.59,18.15,3.22,2.09,13.61,2.46,7.56,13.87,6.41,-1.91,5.91,8.65,28.57,14.66,100.0,0.0,0.0,0.0,1.13,14.89,16.9,8.04,4.43,15.55,18.26,61.75,37.41,0.85,0.0,0.0,0.45,0.0559999999999999,3.42,12.13,7.68,23.23,18.89,0.0,21.41,7.81,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,340.4,86600000.0,86600000.0,4.69,9.27,15.57,24.18,-2.04,15.32,38.92,4.45,14.94,-15.68,-1.06,5.58,6.56,11.56,-12.81,10.56,5.62,-3.8,10.42,1.38,0.19,2.82,16.01,5.33,8.94,4.36,9.88,17,6
0P00016SF7,LU0392496930,ComStage EURO STOXX 50® Daily Leverage UCITS ETF,2008-12-05,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.64,8039999.0,8039999.0,-16.33,-3.01,7.44,60.33,-30.3,31.67,16.5,-2.52,38.59,-45.25,5.35,5.96,15.68,24.16,-25.71,-6.7,2.47,-1.87,12.09,-6.89,22.4,3.07,19.94,3.42,16.4,-19.31,12.58,14,9
0P00016SFW,IE00B23D9570,Invesco FTSE RAFI Emerging Markets UCITS ETF,2007-11-19,Global Emerging Markets Equity,2.0,4.0,2.0,73.61,326.17,8.87,0.92,0.71,5.22,5.21,5.89,3.7,6.27,0.02,6.39,4.6,12.59,9.08,96.98,0.0,0.31,2.71,9.51,7.99,29.83,3.94,10.06,3.65,14.91,57.38,30.47,10.84,1.31,0.0,0.49,0.49,7.47,11.01,10.09,29.15,2.86,0.93,1.51,0.95,0.0,0.0,0.02,0.01,0.11,0.0,0.04,2.14,0.0,8.15,33060000.0,33060000.0,-8.81,0.64,11.68,14.41,-0.65,10.7,46.13,-1.02,13.09,-24.46,4.47,-2.8,6.46,5.83,-5.7,5.62,-5.69,5.76,0.65,4.92,-3.93,9.11,3.69,25.14,9.69,2.67,-24.0,16,7
0P00016SFY,IE00B23D8S39,Invesco FTSE RAFI US 1000 UCITS ETF,2007-11-06,US Large-Cap Value Equity,4.0,3.0,4.0,96.25,245.26,13.92,1.75,0.93,8.21,3.0,7.74,4.13,4.77,3.41,3.73,5.2,17.96,9.78,99.89,0.11,0.0,0.0,3.42,10.58,16.77,9.32,8.81,10.59,14.29,31.25,35.37,23.78,7.78,1.81,0.39,0.39,4.95,10.4,7.67,23.88,8.17,0.17,16.94,1.73,0.28,0.12,2.45,2.88,0.0,0.21,0.68,2.34,1.12,20.69,190240000.0,190240000.0,1.09,6.57,12.57,21.58,-3.86,5.67,39.16,1.78,15.3,-19.6,0.18,5.32,5.69,9.03,-11.99,6.08,10.76,-7.03,6.19,0.97,-2.99,1.59,13.16,7.93,9.65,3.92,9.39,16,6
0P00016SG1,FR0010446666,Lyxor FTSE MIB Daily (-2x) Inverse (XBear) UCITS ETF Acc,2008-02-08,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,61610000.0,61610000.0,-12.14,-19.46,-18.39,-51.82,18.89,-30.8,-1.46,-1.44,-28.45,57.04,-17.07,-12.53,-3.72,-31.02,24.01,5.86,-0.14,-9.31,6.28,-19.68,-5.59,-14.15,-31.25,-3.33,9.73,35.11,-5.73,7,16
0P00016SG2,FR0010446658,Lyxor FTSE MIB Daily (2x) Leveraged UCITS ETF Dist,2008-02-08,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,145860000.0,145860000.0,-25.17,-6.35,1.1,61.26,-28.18,37.29,-11.2,-4.5,32.22,-49.76,7.53,7.12,8.18,29.42,-22.21,-7.85,-3.24,3.55,-6.58,22.42,6.08,13.16,34.71,5.62,-15.98,-25.72,0.65,13,10
0P00016SG7,FR0010377028,Lyxor Japan (Topix) (DR) UCITS ETF Dist JPY,2006-12-12,Japan Large-Cap Equity,3.0,2.0,3.0,145.01,256.13,16.76,1.11,0.77,8.11,2.69,9.33,-4.35,3.47,3.06,4.62,4.63,8.44,6.97,100.0,0.0,0.0,0.0,5.82,15.3,9.07,7.62,9.92,22.38,14.44,43.32,31.71,18.11,5.48,1.37,0.45,0.45,4.6,8.91,8.15,25.06,3.96,0.99,17.84,0.0,0.23,0.0,0.26,0.98,0.03,0.33,0.11,0.78,1.14,16397.0,7856190000.0,865440000.0,6.38,2.93,9.36,13.36,-9.92,14.87,22.14,3.56,11.79,-11.43,-1.0,6.7,2.62,4.57,-13.45,4.63,2.75,-3.18,8.06,0.94,0.37,4.93,4.19,10.85,10.55,-4.34,12.66,17,6
0P00016SG9,FR0010591362,Lyxor CAC 40 Daily (-1x) Inverse UCITS ETF Acc,2008-06-10,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85,115680000.0,115680000.0,2.4,-8.72,-5.95,-29.96,6.32,-10.13,0.46,0.47,-12.46,33.4,-9.88,-4.57,-3.05,-16.0,15.31,-3.15,-5.27,0.49,0.09,-4.28,-0.61,-5.62,-10.72,-2.02,3.24,11.23,-5.71,8,15
0P00016SGA,FR0010592014,Lyxor CAC 40 Daily (2x) Leveraged UCITS ETF Acc,2008-05-23,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47,239960000.0,239960000.0,-20.11,0.94,11.05,56.34,-16.8,29.6,29.34,-5.17,28.42,-46.53,5.91,3.47,16.34,22.63,-25.41,6.85,12.17,-6.93,0.67,8.17,7.09,11.14,18.04,14.21,1.33,-5.32,7.97,16,7
0P00016SGI,FR0010435297,Lyxor MSCI Emerging Markets UCITS ETF Acc USD,2008-06-03,Global Emerging Markets Equity,3.0,3.0,3.0,149.25,349.48,13.89,1.6,1.31,8.53,2.89,8.73,4.98,8.28,3.16,8.42,6.86,15.09,10.92,99.95,0.0,0.0,0.05,6.94,18.78,17.03,6.41,14.62,4.12,18.63,58.58,30.67,10.48,0.27,0.0,0.55,0.55,6.0,10.61,9.54,27.12,2.86,1.04,5.25,0.11,0.1,0.03,0.11,0.16,0.4,0.05,0.07,1.05,0.37,12.91,132550000.0,1083510000.0,16.45,4.03,11.35,0.47,-6.73,24.01,26.9,5.92,20.34,-9.65,-3.22,-5.73,12.67,-2.26,-4.95,-0.98,-5.3,4.65,5.57,3.07,-0.31,14.32,-4.0,19.61,1.94,8.42,4.45,12,11
0P00016SHA,LU0378434236,ComStage EURO STOXX® Select Dividend 30 UCITS ETF,2008-09-01,Eurozone Large-Cap Equity,2.0,5.0,2.0,73.79,227.8,9.45,0.7,0.59,5.12,5.78,9.37,3.51,0.7,6.53,5.68,3.58,9.97,9.49,99.95,0.0,0.05,0.0,6.35,14.69,26.64,7.89,9.26,9.32,0.0,22.4,41.85,35.75,0.0,0.0,0.25,0.038,4.93,7.01,8.05,19.99,0.0,0.0,14.48,0.0,0.0,0.0,0.0,3.18,0.0,3.68,0.0,2.63,0.0,34.15,62000000.0,62000000.0,-17.93,-5.78,4.99,15.2,-11.52,14.34,32.4,-0.07,12.36,-33.31,1.21,2.68,4.45,6.12,-9.21,-0.76,6.68,-7.95,0.59,3.68,5.47,3.95,12.35,8.94,5.36,2.68,3.79,16,7
0P00016SHB,LU0650624025,ComStage F.A.Z. Index UCITS ETF,2011-09-28,Germany Equity,3.0,2.0,3.0,139.25,263.34,13.83,1.36,0.76,6.38,2.57,8.16,-5.61,0.16,3.34,5.01,2.63,8.69,5.24,99.75,0.0,0.25,0.0,8.44,20.75,12.51,3.34,7.49,15.44,12.41,45.36,37.39,16.05,1.17,0.03,0.15,0.019,4.87,7.98,8.48,21.52,7.57,0.0,25.53,0.0,0.0,0.0,0.77,3.88,0.0,7.11,0.23,2.11,0.0,28.16,78200000.0,78200000.0,1.9,6.85,7.45,16.21,-19.3,22.94,17.48,3.8,26.6,-23.08,1.69,0.01,9.36,4.49,-14.97,-7.01,8.22,-5.7,26.96,-4.08,0.62,0.34,0.27,3.42,5.69,7.19,0.32,16,7
0P00016SHG,LU0488316992,ComStage HSCEI UCITS ETF,2010-07-02,China Equity,1.0,3.0,1.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64,93470000.0,93470000.0,-2.37,-0.9,5.46,11.59,-6.6,9.89,19.7,-6.45,4.41,-8.68,2.76,-2.42,1.01,10.17,-7.87,-6.3,2.42,5.64,3.12,3.92,6.43,-3.65,4.07,15.12,21.88,-18.02,-13.92,14,9
0P00016SHH,LU0488316992,ComStage HSCEI UCITS ETF,2010-07-02,China Equity,1.0,3.0,1.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,93470000.0,93470000.0,-2.68,-0.81,5.69,11.38,-7.01,11.93,23.27,-6.47,4.55,-9.16,3.12,-2.64,1.24,9.59,-7.27,-2.75,5.58,-2.33,4.58,3.68,-4.23,7.81,3.85,14.47,9.9,-5.64,6.62,13,10
0P00016SHI,LU0488316729,ComStage HSI UCITS ETF,2010-07-02,Hong Kong Equity,2.0,2.0,2.0,120.55,390.51,11.9,1.09,1.5,8.96,2.95,8.81,7.59,9.29,3.71,6.99,4.67,13.11,9.69,100.0,0.0,0.0,0.0,0.0,9.99,44.19,2.16,15.25,4.53,5.32,85.16,13.97,0.88,0.0,0.0,0.55,0.069,4.3,11.11,9.87,25.28,2.16,0.0,4.27,0.0,2.32,0.0,0.0,1.7,0.0,0.0,0.0,2.37,0.0,39.22,99790000.0,99790000.0,-3.93,-0.37,9.21,10.69,-9.01,32.38,17.66,-7.01,3.28,-8.5,1.5,-5.1,3.63,10.89,-7.13,-5.23,2.87,0.49,6.85,30.24,-3.73,-1.18,5.13,2.91,25.35,-13.24,7.93,14,9
0P00016SHJ,LU0488316729,ComStage HSI UCITS ETF,2010-07-02,Hong Kong Equity,2.0,2.0,2.0,120.55,390.51,11.9,1.09,1.5,8.96,2.95,8.81,7.59,9.29,3.71,6.99,4.67,13.11,9.69,100.0,0.0,0.0,0.0,0.0,9.99,44.19,2.16,15.25,4.53,5.32,85.16,13.97,0.88,0.0,0.0,0.55,0.069,4.3,11.11,9.87,25.28,2.16,0.0,4.27,0.0,2.32,0.0,0.0,1.7,0.0,0.0,0.0,2.37,0.0,35.82,99790000.0,99790000.0,-4.29,-0.01,8.6,10.36,-7.44,21.77,32.18,-7.02,3.44,-8.98,1.78,-5.17,3.55,10.42,-6.33,-5.53,6.18,-1.5,6.28,4.47,6.09,3.37,-0.05,17.67,11.52,0.78,-1.73,14,9
0P00016SHX,LU0444607005,ComStage iBoxx € Sovereigns Germany Capped 10+ UCITS ETF,2009-10-08,EUR Bond - Long Term,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.13,3050000.0,3050000.0,13.63,8.34,10.91,3.01,7.65,1.18,26.67,1.01,3.02,10.0,-10.8,4.61,9.07,1.21,4.28,-0.35,3.65,-0.05,1.33,0.98,0.62,-1.72,-7.71,3.29,12.52,18.1,-1.59,16,7
0P00016SI4,LU0635178014,ComStage MSCI Emerging Markets UCITS ETF,2011-09-28,Global Emerging Markets Equity,3.0,3.0,3.0,149.25,349.48,13.89,1.6,1.31,8.53,2.89,8.73,4.98,8.28,3.16,8.42,6.86,15.09,10.92,99.95,0.0,0.0,0.05,6.94,18.78,17.03,6.41,14.62,4.12,18.63,58.58,30.67,10.48,0.27,0.0,0.25,0.031,6.0,10.61,9.54,27.12,2.86,1.04,5.25,0.11,0.1,0.03,0.11,0.16,0.4,0.05,0.07,1.05,0.37,52.71,561090000.0,561090000.0,10.77,3.92,13.36,15.05,-9.95,24.15,30.24,5.13,17.17,-17.61,3.35,-0.76,3.07,8.83,-7.09,2.54,-4.58,-0.94,4.75,3.71,1.74,12.32,-0.07,18.0,17.69,-6.15,0.57,14,9
0P00016SI5,LU0635178014,ComStage MSCI Emerging Markets UCITS ETF,2011-09-28,Global Emerging Markets Equity,3.0,3.0,3.0,149.25,349.48,13.89,1.6,1.31,8.53,2.89,8.73,4.98,8.28,3.16,8.42,6.86,15.09,10.92,99.95,0.0,0.0,0.05,6.94,18.78,17.03,6.41,14.62,4.12,18.63,58.58,30.67,10.48,0.27,0.0,0.25,0.031,6.0,10.61,9.54,27.12,2.86,1.04,5.25,0.11,0.1,0.03,0.11,0.16,0.4,0.05,0.07,1.05,0.37,47.62,561090000.0,561090000.0,7.8,3.93,13.07,15.17,-10.62,28.55,28.05,5.82,18.2,-19.66,4.88,-0.33,4.08,5.86,-5.78,1.48,-3.96,-2.67,5.37,6.64,1.46,12.76,-2.13,18.99,9.1,0.79,6.29,15,8
0P00016SIA,LU0392496260,ComStage MSCI Europe Mid Cap UCITS ETF,2008-12-01,Europe Mid-Cap Equity,3.0,2.0,3.0,169.69,197.49,16.46,1.56,1.02,9.38,2.15,10.44,3.14,1.85,2.92,6.4,5.59,13.8,9.93,99.28,0.0,0.0,0.72,10.99,12.55,12.25,5.69,7.02,24.41,6.16,0.0,42.25,57.56,0.19,0.0,0.35,0.044,4.76,8.64,7.3,20.79,1.2,0.6,15.91,0.32,1.08,0.0,1.36,3.15,0.0,0.0,0.13,1.75,0.76,111.0,20180000.0,20180000.0,3.53,2.99,9.6,23.32,-12.52,21.66,8.97,4.48,21.75,-23.31,3.78,2.15,6.76,8.96,-15.57,0.31,5.25,-1.87,4.25,-0.31,9.12,7.27,0.16,0.06,1.44,7.19,13.93,17,6
0P00016SIB,LU0392496260,ComStage MSCI Europe Mid Cap UCITS ETF,2008-12-01,Europe Mid-Cap Equity,3.0,2.0,3.0,169.69,197.49,16.46,1.56,1.02,9.38,2.15,10.44,3.14,1.85,2.92,6.4,5.59,13.8,9.93,99.28,0.0,0.0,0.72,10.99,12.55,12.25,5.69,7.02,24.41,6.16,0.0,42.25,57.56,0.19,0.0,0.35,0.044,4.76,8.64,7.3,20.79,1.2,0.6,15.91,0.32,1.08,0.0,1.36,3.15,0.0,0.0,0.13,1.75,0.76,121.46,20180000.0,20180000.0,3.49,4.53,9.67,25.36,-9.17,13.15,15.46,4.26,19.99,-22.16,3.5,2.71,6.58,10.65,-16.95,-2.51,6.56,5.27,-0.82,0.66,8.25,4.7,2.48,2.93,14.4,-4.32,2.77,17,6
0P00016SIC,LU0392496344,ComStage MSCI Europe Small Cap UCITS ETF,2008-12-01,Europe Small-Cap Equity,3.0,3.0,3.0,175.82,113.35,15.14,1.38,0.91,7.52,2.35,12.45,-4.12,-3.27,0.88,-2.56,5.06,11.47,9.46,99.1,0.0,0.02,0.88,5.74,12.66,12.71,5.95,5.3,23.62,10.13,0.0,0.48,65.8,31.92,1.8,0.35,0.044,3.88,6.76,5.5,23.2,1.38,0.67,8.46,0.21,1.02,0.11,1.71,0.48,0.26,0.05,0.34,0.28,0.57,51.01,58330000.0,58330000.0,0.75,2.1,9.95,26.9,-12.93,19.78,15.96,5.71,18.61,-23.96,6.87,1.21,4.55,12.22,-18.57,-0.96,4.46,3.35,1.25,1.86,8.34,7.2,0.26,4.35,17.06,-5.31,3.22,18,5
0P00016SID,LU0392496344,ComStage MSCI Europe Small Cap UCITS ETF,2008-12-01,Europe Small-Cap Equity,3.0,3.0,3.0,175.82,113.35,15.14,1.38,0.91,7.52,2.35,12.45,-4.12,-3.27,0.88,-2.56,5.06,11.47,9.46,99.1,0.0,0.02,0.88,5.74,12.66,12.71,5.95,5.3,23.62,10.13,0.0,0.48,65.8,31.92,1.8,0.35,0.044,3.88,6.76,5.5,23.2,1.38,0.67,8.46,0.21,1.02,0.11,1.71,0.48,0.26,0.05,0.34,0.28,0.57,46.63,58330000.0,58330000.0,0.61,2.75,9.68,26.44,-16.73,24.5,17.69,5.55,24.26,-27.51,7.2,0.83,5.05,11.35,-18.12,-1.24,7.13,-3.88,6.49,2.22,8.47,5.44,1.12,12.52,0.21,3.21,3.14,18,5
0P00016SIE,LU0392494646,ComStage MSCI Europe UCITS ETF,2008-12-01,Europe Large-Cap Blend Equity,3.0,3.0,3.0,152.74,281.78,14.73,1.57,1.19,8.93,2.88,9.13,-0.25,1.39,7.57,3.4,5.27,14.79,9.91,99.85,0.0,0.0,0.15,7.94,9.79,14.22,15.06,5.47,13.82,7.04,46.01,41.06,12.89,0.04,0.0,0.25,0.031,4.77,9.33,7.79,21.91,13.77,4.01,33.66,1.27,0.51,0.0,1.48,2.36,0.0,1.37,1.14,2.63,1.32,64.75,12360000.0,12360000.0,-1.24,1.52,7.75,21.58,-10.09,16.65,16.41,-0.02,16.42,-19.78,1.12,2.26,6.9,9.99,-13.0,-0.94,6.36,-1.92,2.76,-0.88,8.21,5.83,2.62,6.63,9.66,-2.98,4.43,14,9
0P00016SIF,LU0392494646,ComStage MSCI Europe UCITS ETF,2008-12-01,Europe Large-Cap Blend Equity,3.0,3.0,3.0,152.74,281.78,14.73,1.57,1.19,8.93,2.88,9.13,-0.25,1.39,7.57,3.4,5.27,14.79,9.91,99.85,0.0,0.0,0.15,7.94,9.79,14.22,15.06,5.47,13.82,7.04,46.01,41.06,12.89,0.04,0.0,0.25,0.031,4.77,9.33,7.79,21.91,13.77,4.01,33.66,1.27,0.51,0.0,1.48,2.36,0.0,1.37,1.14,2.63,1.32,59.16,12360000.0,12360000.0,-1.47,1.99,7.69,19.07,-8.66,13.46,21.5,-0.26,18.07,-20.95,1.66,1.48,7.17,7.7,-11.01,-0.23,6.69,-3.57,5.17,-4.18,12.2,0.34,5.31,5.04,6.92,2.73,-1.0,14,9
0P00016SII,LU0392494992,ComStage MSCI North America UCITS ETF,2008-12-03,US Large-Cap Blend Equity,4.0,3.0,4.0,165.67,294.69,19.73,3.09,2.34,13.34,1.95,9.25,10.81,6.86,6.73,6.51,8.18,24.75,13.71,100.0,0.0,0.0,0.0,2.8,11.55,13.14,7.04,11.08,8.45,24.21,47.27,34.16,18.17,0.4,0.0,0.25,0.031,3.91,10.94,7.89,22.86,8.36,0.19,16.35,1.7,0.14,0.06,2.24,2.17,0.0,0.18,0.75,1.58,0.6,100.24,118570000.0,118570000.0,13.65,13.2,16.16,29.75,-0.32,6.64,30.88,5.83,19.91,-13.78,0.96,5.59,7.16,13.59,-14.78,6.95,13.24,-3.42,5.11,-1.87,0.64,2.74,10.65,18.72,7.52,-7.33,9.85,16,7
0P00016SIJ,LU0392494992,ComStage MSCI North America UCITS ETF,2008-12-03,US Large-Cap Blend Equity,4.0,3.0,4.0,165.67,294.69,19.73,3.09,2.34,13.34,1.95,9.25,10.81,6.86,6.73,6.51,8.18,24.75,13.71,100.0,0.0,0.0,0.0,2.8,11.55,13.14,7.04,11.08,8.45,24.21,47.27,34.16,18.17,0.4,0.0,0.25,0.031,3.91,10.94,7.89,22.86,8.36,0.19,16.35,1.7,0.14,0.06,2.24,2.17,0.0,0.18,0.75,1.58,0.6,91.57,118570000.0,118570000.0,13.52,12.99,18.15,27.5,-2.7,10.33,36.66,5.93,20.36,-14.23,1.3,5.05,7.51,11.45,-12.99,12.53,-0.91,0.29,9.04,-1.82,1.93,1.1,10.69,8.78,8.54,4.56,5.51,17,6
